,instruction_id,conversation_id,utterance,label
4057,pizza-ordering-2,dlg-85c21429-fd07-4d88-a281-2ce3fad95c36,Hi assistant. Can you please order me a pizza?,pizza-order
4058,restaurant-table-2,dlg-85c84541-9f63-4ec8-a4bd-3a520dacce03,"Hi, can you help me with the dinner reservation?",restaurant-book
4059,restaurant-table-1,dlg-85d1071a-b22e-4cd4-a96d-95160dc1ae1e,"Hello, does your restaurant offer mexican food and an outdoor setting?",restaurant-search
4060,auto-repair-appt-1,dlg-85d4f5d6-9797-4761-a225-4bf8168575bd,"Hi, I need to make an appointment to have my car looked at",auto-repair-appt
4061,coffee-ordering-2,dlg-85d7c180-758a-4b6d-8e3f-5a4733c44367,I would like you to place a order for a coffee drink for me.,coffee-order
4062,coffee-ordering-1,dlg-85dfff7b-2003-44a9-91d9-54ca98eaf828,"Hey there, do you have time to grab me a drink at Peets?",coffee-order
4063,uber-lyft-1,dlg-85e39d66-1dc1-43ec-97f6-9ba985dfa427,I'm looking for an Uber,ride-book
4064,pizza-ordering-1,dlg-85eb3536-40a2-41cc-87dc-feea200df818,"Hey, can you put in an online order for pizza from Joe's Pizzeria for me?",pizza-order
4065,auto-repair-appt-1,dlg-85edb1cf-4a27-44d7-9f1d-812d4e6f980c,Hi I need to get my car into the repair shop,auto-repair-appt
4066,auto-repair-appt-1,dlg-85edec21-80ef-4c2c-aa8f-42018e384320,"hello , is this Intelligent Auto Solutions?",auto-repair-appt
4067,uber-lyft-2,dlg-85f7ab38-8d14-4248-8040-ff658c70c67e,"Hi, I'd like to get a ride!",ride-book
4068,restaurant-table-1,dlg-85ffb99d-7252-4b86-bf51-fd9face2eacc,Im looking for a great pizza restaurant.,restaurant-search
4069,pizza-ordering-1,dlg-860cf72d-cbd2-4850-8252-78f44704f01d,"Hi, I am having some few friends over and I was thinking of ordering some pizzas for them from Pizza hut.",pizza-order
4070,restaurant-table-1,dlg-860d49e4-25ef-46ea-a777-01960ecad9ce,So what are you thinking for dinner tonight?,restaurant-search
4071,uber-lyft-1,dlg-860deec5-78d4-4053-b6c4-78d06bb7de5c,i need to order an ride with uber,ride-book
4072,auto-repair-appt-1,dlg-8611eaa8-ac2f-4fae-a5c6-50cb0f6bd89f,Hi I am having car problems.,auto-repair-appt
4073,auto-repair-appt-1,dlg-8612355d-e806-48d4-baf4-a278acfb60d8,"Hi, I really need to make an appointment for car repair.",auto-repair-appt
4074,pizza-ordering-2,dlg-86125b3b-1c45-46d9-9c5e-34efb61db972,Are your pizzas gluten-free?,pizza-order
4075,uber-lyft-1,dlg-8612cd5c-eefc-4ba8-b410-a832362f391f,"Hey there, could you order me a Lyft?",ride-book
4076,auto-repair-appt-1,dlg-8615ea61-e904-470e-ae51-7b7aeedbc71c,When you get a chance can you please make an appointment for me to bring my car to the mechanic.,auto-repair-appt
4077,pizza-ordering-2,dlg-8621d250-3f8e-482d-9c7b-941b6c805261,"Hi, could you order a pizza for me from Blaze Pizza?",pizza-order
4078,restaurant-table-2,dlg-86258207-ce88-45cb-a24f-483be21d10bb,Hi there I am looking for a Lucille's near by my work area.,restaurant-book
4079,auto-repair-appt-1,dlg-862a5e34-9ce2-43dd-9899-f3871b62c1b4,"Hey, can I schedule an appointment for my car to be looked at?",auto-repair-appt
4080,uber-lyft-2,dlg-862a88af-f035-4a7c-9dca-f96aab944345,Hello! Could I get an Uber?,ride-book
4081,restaurant-table-2,dlg-8633f6aa-d5e1-4dac-b9ed-7ee687da28e9,I'd like to make a reservation for two.,restaurant-book
4082,auto-repair-appt-1,dlg-863dc8ef-a8ca-450f-af68-e5b9bc235c49,I need an appointment to fix my car.,auto-repair-appt
4083,auto-repair-appt-1,dlg-864e6660-c6f6-4aaf-8176-36d170355e6b,"Hey Jack, my car is acting funky. I think I need to take it in",auto-repair-appt
4084,pizza-ordering-2,dlg-86582f4c-5c8f-46f6-a93f-9f503e3cc9e9,"Hey, I am thinking I would like to order a pizza from Papa Johns near my house!",pizza-order
4085,movie-tickets-3,dlg-865d8dec-b1fb-40a6-ac02-3bdad85dd5a4,Can you get me tickets for Shazam,movie-ticket
4086,pizza-ordering-2,dlg-8666cf4e-56ca-4111-a76a-3c6255445e85,I'm looking to order a pizza at Papa Johns.,pizza-order
4087,pizza-ordering-1,dlg-8667045c-63fb-42eb-842c-54e9f7c38e30,"Hi, I wanted to get some pizza from Tony's Pizzeria for the party tonight",pizza-order
4088,movie-tickets-1,dlg-8668f175-1a9d-402b-8469-9ce4fa1ea3e4,"Hey, I need you to purchase two tickets for the movie Cold Pursuit.",movie-ticket
4089,restaurant-table-1,dlg-866b2ed2-ef86-4694-8df5-6e41261b4efb,"Hello, I want to make a reservation for the Left Bank restaurant for an upcoming family dinner.",restaurant-search
4090,restaurant-table-1,dlg-86737df8-99d8-43a4-87a0-5df48620d006,I need you to make me dinner reservations in a Mexican restaurant near the beach.,restaurant-search
4091,uber-lyft-1,dlg-86777566-f464-4b2e-86a8-04ed1e6c0733,Hey Google get me a ride to The Westing Hotel,ride-book
4092,movie-tickets-1,dlg-8679e83d-9d32-4b0d-a2d0-8eb3095fe68f,I want to see Ralph breaks the Internet,movie-ticket
4093,movie-tickets-1,dlg-86864379-8989-4182-806e-a7329e38f92b,Is the movie Serenity playing near me?,movie-ticket
4094,uber-lyft-1,dlg-8698ede5-71e1-4b73-b7c4-6974fbaca8f1,Hey I need to order a uber for myself,ride-book
4095,restaurant-table-1,dlg-86ab20d7-ed3a-43ec-8f60-96033bf8a4ca,"I have a hot date tonight, and I want to take her somewhere nice.",restaurant-search
4096,movie-tickets-3,dlg-86ae1bc6-8f11-4aad-8dca-854dd5eee24d,"Alexa, look up showtimes for Shazam movie",movie-ticket
4097,movie-finder,dlg-86b2b865-84f6-483d-86aa-107090d5b47e,"Hey, I was wondering if you could help me choose a movie to watch later?",movie-search
4098,coffee-ordering-1,dlg-86b75909-836e-4ef7-97f5-16261335fb0a,"Okay Google, order me a drink from Starbucks.",coffee-order
4099,pizza-ordering-2,dlg-86ba7f1f-6752-4cbe-ac29-9c4074cfa52c,Would you place an order for pizza at California Pizza Kitchen for me to pick up after work?,pizza-order
4100,movie-tickets-1,dlg-86baa096-a071-4872-a9a4-719776fb65a7,I want to buy tickets to see A Star Is Born,movie-ticket
4101,restaurant-table-1,dlg-86c4abf7-3c4f-438f-84d2-f6cf651deb6d,"Hi, I want to book a reservation for dinner at an Italian restaurant.",restaurant-search
4102,restaurant-table-1,dlg-86c53295-c655-4706-9adf-5aff75f01f5c,"Hey there , can you do me a favor? ",restaurant-search
4103,movie-tickets-2,dlg-86db8dd1-cbf5-4612-a05d-e9786641c3b9,I would like to see the movie US?,movie-ticket
4104,movie-tickets-1,dlg-86dcf712-4007-4988-a018-56ea62d98fbc,Hello Janice I need you to get me a couple of movie tickets for tonight.,movie-ticket
4105,movie-tickets-1,dlg-86dd438e-49cb-40ef-9099-762b1fe4ef4d,Could you get me two tickets to the new Lego movie tonight?,movie-ticket
4106,coffee-ordering-2,dlg-86e7a7f1-f146-4732-9df8-2b3dc0f0637e,Please get me a Caffe mocha from Starbucks.,coffee-order
4107,movie-tickets-1,dlg-86eb7f43-4db5-4b2f-805a-cb9e13e15547,I want to see Mary Poppins Returns.,movie-ticket
4108,coffee-ordering-1,dlg-86ef081c-f01d-49c1-adcb-bf1338dcea47,"Hey James, I'm thirsty. Could you order a drink from Starbucks for me.",coffee-order
4109,pizza-ordering-1,dlg-87059c49-d84e-49d7-a27c-d14c179f98f4,"Hi, can I order a pizza from Monster's Pizza?",pizza-order
4110,movie-ticket-1,dlg-871693e9-1c11-4e81-9bff-01db0242b185,I want to buy a ticket to Creed II,movie-ticket
4111,auto-repair-appt-1,dlg-872034aa-8a3e-4918-b425-0a6d8875c024,yo my car isnt running well,auto-repair-appt
4112,uber-lyft-2,dlg-8721c781-dd71-4822-912b-0347f7fc26d7,"Hey, can you send a Lyft to come get me?",ride-book
4113,auto-repair-appt-1,dlg-87241861-9f89-4eab-bd2c-8de61f5a8c27,"Hello, can you book me an appoint for for a repair shop?",auto-repair-appt
4114,restaurant-table-1,dlg-8732efec-c50a-4d7e-8739-f8a5f0f92ed0,"I am looking for someplace casual, good for a date night. I was thinking Marguerita's or Pat's Steakhouse",restaurant-search
4115,auto-repair-appt-1,dlg-87377579-5aaa-439e-9979-016be72a9330,"Hey, I need to set up an appointment to get my car into the shop",auto-repair-appt
4116,auto-repair-appt-1,dlg-873d6a80-71e9-4355-b6fc-fd3dcc00a76e,"Hey, set up an auto appointment for me.",auto-repair-appt
4119,auto-repair-appt-1,dlg-87484a2b-afe9-4d39-8b24-6118576737a9,Hello I need a appointment made at Intelligent Auto Solutions please.,auto-repair-appt
4120,restaurant-table-2,dlg-8752637b-44ca-4b4c-97fa-0af66f3dc0de,Do you know any good fine dining restaurants nearby?,restaurant-book
4121,restaurant-table-2,dlg-8754dd02-95e9-4ecc-af7d-12771685c1db,Dinner reservations for hot pot this evening.,restaurant-book
4122,coffee-ordering-2,dlg-876f6afe-4edc-4ed0-8ff3-1ca4658fb30d,Hi could I please get a latte?,coffee-order
4123,restaurant-table-2,dlg-8779bc22-f9c6-428e-ae3c-dc38d93a0eb7,"Hi, I'm Tony Tanza and I'm calling to reserve a table for two for tonight around 6pm here in Harrisburg, Pa.",restaurant-book
4124,coffee-ordering-2,dlg-87932da7-1269-4338-94f6-aaa551d9af8b,"Hey Charlie, I'm on my way back from lunch now but could you order a coffee for me at Peets?",coffee-order
4125,movie-tickets-2,dlg-879859ae-288e-411e-b862-88f3f6d43732,I'd like to buy movie tickets for Dumbo.,movie-ticket
4126,restaurant-table-2,dlg-8798e1c6-52ed-4f1d-a6d3-7d9f042419a8,Hi. I want you to book a table for two at Burrito Dungeon. The table must have outdoor seating and a high chair for our kid. Reserve it for 8 PM on March 25.,restaurant-book
4127,coffee-ordering-2,dlg-879ccb50-bbda-495b-a580-7ba993c854d1,I would like to order a Iced White Chocolate Mocha from s,coffee-order
4128,movie-tickets-1,dlg-87a8ff2d-5f78-4e69-8f3a-d035c560c43e,Can I buy tickets to see Fantastic Beasts: The Crimes of Grindelwald?,movie-ticket
4129,uber-lyft-2,dlg-87afc6f2-e1ed-4eea-8876-c7302e1ab99f,I need an uber from my house to nashville airport,ride-book
4130,pizza-ordering-2,dlg-87bef667-eaf2-46f5-9d94-dc6feaa6e1bc,Hello! Will you be a dear and please order me two pizzas from Pizza Hut,pizza-order
4131,auto-repair-appt-1,dlg-87c5d407-716b-48a4-b8e2-f8b6293cf039,Could you get my car into the shop please? It needs some attention.,auto-repair-appt
4132,auto-repair-appt-1,dlg-87da5af3-b4d3-49b5-b82b-a1cacae8c18f,Hi assistant. My car was damaged when I drove over a pothole. The steering wheel is turning weird. I need to have it repaired.,auto-repair-appt
4133,movie-tickets-2,dlg-87e18b5e-e6ec-4b3f-9677-07b9b14c3be8,I would like to see Hellboy,movie-ticket
4134,restaurant-table-3,dlg-87f0a0be-74e3-4acb-8f94-9d88db8c965a,"Hello, I'd like to make a dinner reservation for 3.",restaurant-book
4135,uber-lyft-1,dlg-87f33861-a44b-4017-9db4-f6e0990d8eff,Hey assistant?,ride-book
4136,coffee-ordering-1,dlg-87fa2969-27c4-471d-bc6b-eb7ecba27974,"Hey, would you mind ordering some coffee for me?",coffee-order
4138,auto-repair-appt-1,dlg-8805d624-3190-4e8f-a99d-a08caaf88866,"Hey Susie, my car's been acting weird. Can you set an appointment for me with Intelligent Auto Solutions?",auto-repair-appt
4139,pizza-ordering-2,dlg-8808327e-1dc5-4046-9101-ed34d70365c6,"Hello, can you order a pizza for me?",pizza-order
4140,movie-tickets-1,dlg-88319a1e-9658-40aa-ada3-862ee6f9f070,What time is COLD PURSUIT showing tonight?,movie-ticket
4141,restaurant-table-1,dlg-8833151e-963e-4414-b405-1da93e82a54b,Hello!Im looking for a a resturant that is upsale but still friendly and child friendly.Would you desribe Talulas Table of philadelphia to be like this?,restaurant-search
4142,uber-lyft-2,dlg-883e623b-76f5-4719-a34c-135f0575cd2f,I would like to order an uber?,ride-book
4144,uber-lyft-2,dlg-885f981f-9ea2-4bf0-b609-532ebb421b4b,"Hellow, I need an XL Lyft from the airport to the convention center.",ride-book
4145,restaurant-table-3,dlg-8863a40a-01c7-46d6-ac56-0bc61a423417,"Hey, Assistant, could you make a dinner reservation for me?",restaurant-book
4146,uber-lyft-2,dlg-88669f7b-c1b2-4ca0-8a95-0943a755084d,I need a ride to the mall.,ride-book
4147,movie-tickets-1,dlg-88673988-01bf-44e8-b85b-cf15fde7ba64,What time is Lego Movie 2 Playing?,movie-ticket
4148,uber-lyft-1,dlg-887fe59c-b6c9-4922-bbf3-b72e52ca8ea3,I would like to order a Ridehsare ride please,ride-book
4149,coffee-ordering-1,dlg-888ccee8-bbe3-49eb-b69e-d008f1c1958f,I'd like to get a coffee from starbucks today,coffee-order
4150,auto-repair-appt-1,dlg-88947ea1-000c-4583-8ee6-4b1bb92751b5,Can you schedule an appointment for service on my car?,auto-repair-appt
4151,uber-lyft-1,dlg-889c14e5-6bb6-4164-8021-4dc716d6cb54,Can a get a uber set up for a ride,ride-book
4152,coffee-ordering-2,dlg-889ec6eb-9001-4674-98c5-5db0cfd0b492,"Hi, I'd like to order a drink from Starbucks!",coffee-order
4153,coffee-ordering-2,dlg-88a8235e-5761-4a90-96b1-5bb5f12a4502,I'd like to order a coffee drink from Peets,coffee-order
4154,pizza-ordering-2,dlg-88c42d37-ec78-4e16-b246-0d6566cb69ef,"Diedre, I want some Papa John's pizza.",pizza-order
4155,auto-repair-appt-1,dlg-88c5b3df-3a64-48a0-b504-9d7a8b955a77,Please connect me with Intelligent Auto Solutions.,auto-repair-appt
4156,coffee-ordering-1,dlg-88c923ca-780c-48e0-9233-330733f88e9e,"Could you please get me a small cold brew iced coffee? No add-ins, just black.",coffee-order
4157,movie-tickets-2,dlg-88d09ffa-56f1-4b7c-8038-518c88ef174d,"Hi John, could you look up tickets for the movie ""Ma"" for me?",movie-ticket
4158,auto-repair-appt-1,dlg-88d14c21-306d-4c51-ac2d-1062cb64536e,Hey I need to book an appointment for my car,auto-repair-appt
4159,pizza-ordering-2,dlg-88d73c4a-57e0-4956-90b0-357a6890ee9d,Would you order one of the special pepperoni heart pizzas from Papa Murphys,pizza-order
4160,coffee-ordering-2,dlg-88ed8dc6-a76e-41b2-94ce-5cbd000b0a86,Can you order me a drink from Pete's Coffee?,coffee-order
4161,auto-repair-appt-1,dlg-88ee44dd-b16e-4313-b8a1-ff570a0b0c5d,"Assistant, please schedule a service appointment for my car at Intelligent Auto Solutions.",auto-repair-appt
4162,coffee-ordering-2,dlg-88f98ec4-2501-496b-9551-fe3c59d6fa38,Can I get a latte to pick up at a Starbucks nearby?,coffee-order
4163,auto-repair-appt-1,dlg-890f7b1f-c24c-4e54-921b-cfc3eaeadf52,"Hi Joan, can you please get with Intelligent Auto Solutions to schedule me an appointment?",auto-repair-appt
4164,uber-lyft-2,dlg-8919a032-80c7-48a9-a40d-4081b7b405f1,I'd like to order an Uber ride,ride-book
4165,restaurant-table-1,dlg-8919d550-764f-48c4-9736-ab4f747d3fc6,can i need the information about a restaurant.,restaurant-search
4166,pizza-ordering-2,dlg-891d3496-1286-4efa-ad04-644e10bd99a0,Hi Rossi. Order pizza at L&B on 86th Street pleas.e,pizza-order
4168,auto-repair-appt-1,dlg-89365f6b-5507-4ca6-bf08-10c40253ea9e,"Hi, it's Maggie. Can you please call the repair shop and schedule an appointment to have my car looked at?",auto-repair-appt
4169,restaurant-table-1,dlg-8948bf62-2255-4436-bcaa-92f9dc9e3939,"I need a reservation at a moderately priced seafood 3-4 star rated restaurant for tomorrow night in nashua, nh",restaurant-search
4170,uber-lyft-1,dlg-894f062d-cd4f-473e-a5bf-93c659119d96,"Hey Susan, can you order an Uber for me?",ride-book
4171,restaurant-table-1,dlg-89593b21-bab4-4f49-a063-777198097d07,Hi. I need to find a good restaurant for dinner.,restaurant-search
4172,pizza-ordering-2,dlg-895c796d-b0cc-43b2-8c54-a2b816ef5051,"Gwendolyn, I need a pizza stat!",pizza-order
4173,pizza-ordering-2,dlg-895ccc44-c703-467a-9094-a77e9ca980a4,Hi there! Will you be a dear and place a pizza order for me from Pizza Hut?,pizza-order
4174,pizza-ordering-1,dlg-895fcf89-e9b4-4b86-b679-4b285685698b,"I'd like you to order some pizzas from Gina's for the girls from my book club, we will be meeting at 6 pm tonight.",pizza-order
4175,pizza-ordering-2,dlg-89753253-4b3e-4e3b-9d43-bebc40b570fb,Will you place an order for pizza at Papa John's for me?,pizza-order
4176,movie-tickets-1,dlg-897fa4e7-4bc1-4594-9eb6-ef7cf24d1401,"Mike, Id like you to buy tickets for 2 to see How to Train Your Dragon",movie-ticket
4177,auto-repair-appt-1,dlg-89821756-0008-4450-b78e-5158c226a6bd,I need to get my car in for servicing.,auto-repair-appt
4178,coffee-ordering-2,dlg-8992627f-b49e-4efe-ab08-a280177fd369,Can you stop at Starbucks and get me coffee?,coffee-order
4180,coffee-ordering-2,dlg-89a31d90-3508-4a87-adb5-91964c0fa71b,I want to get a drink from Starbucks.,coffee-order
4181,coffee-ordering-2,dlg-89a632aa-a72b-4dd1-918d-1c751eb44c27,Hi I wanna make a drink order?,coffee-order
4182,movie-tickets-2,dlg-89ad18f1-61b8-44d0-a4f3-1ed1f0484516,"Hey Google, I want to see Captain Marvel.",movie-ticket
4183,movie-tickets-1,dlg-89bd9438-8f2c-42c1-8e4b-9963bac830a9,0,movie-ticket
4184,restaurant-table-1,dlg-89bf1d9e-e7c2-49ed-af71-a145ec4bba4a,"Hi, could you see if you can get a table for two at Le Bernadin for Friday?",restaurant-search
4185,uber-lyft-2,dlg-89ca683b-8301-4917-aca3-3afbf998571b,"Send a car for me, please",ride-book
4186,coffee-ordering-1,dlg-89d325fc-05a8-44f1-996a-f5c953802aed,"Hey, Google. Order me a coffee from Starbucks.",coffee-order
4187,pizza-ordering-2,dlg-89dd1cbf-36f6-4513-8b6f-5c4f053ff990,I am starving. Will you please oder me some food?,pizza-order
4188,restaurant-table-1,dlg-89e45bef-49e7-4938-b03c-17bc829f162c,"Assistant, can you find me a good local italian restaurant?",restaurant-search
4189,restaurant-table-2,dlg-89fae1aa-6634-4a13-91b0-73eec75155fb,"I'd like to book reservations at an upscale Italian restaurant in downtown San Jose, CA",restaurant-book
4190,auto-repair-appt-1,dlg-89fb2360-8a49-4993-bf8a-493a142681fa,I need to make an appointment at Intelligent Auto Imports.,auto-repair-appt
4191,uber-lyft-2,dlg-8a030777-8444-483b-96c6-30a58a9cf4c6,"Hi, are you able to request an Uber for me?",ride-book
4192,coffee-ordering-2,dlg-8a078b86-84ac-4c19-a381-5e7cd94a9855,"Hey, could you place a coffee order for me for pick-up?",coffee-order
4194,pizza-ordering-2,dlg-8a240738-ec66-4658-ad65-926b8f9c5f73,"Hey, would you order a pizza for me from Pizza Hut?",pizza-order
4195,pizza-ordering-2,dlg-8a27fac9-42d7-437f-8546-47020fdd382d,"Hi Craig, can you order me a pizza for pick up that will be ready at 6 p.m? That way I can get it on my way home!",pizza-order
4196,pizza-ordering-1,dlg-8a2ac0ea-bcd6-48bd-892c-f68453b2c959,Hi there Joan. Can you order us some pizza?,pizza-order
4197,uber-lyft-2,dlg-8a386e9e-f035-4955-b574-eb6c0ea7e1b9,"Hi, I would like to order an Uber.",ride-book
4198,uber-lyft-1,dlg-8a41790e-ae68-4109-85b5-a08fd1639198,"Mark, I need to get to Chick-fil-a in Raleigh.",ride-book
4200,restaurant-table-1,dlg-8a502b5c-d217-4e2f-9a0d-706eaed594c3,I need to find a restaurant in Las Vegas for up coming function with the client at the end of the month.,restaurant-search
4201,movie-tickets-1,dlg-8a543027-6d6c-4e45-9229-ab24e66bfad4,"Alexa look up showtimes for the movie Happy Death Day 2U in Somerville, MA",movie-ticket
4202,movie-tickets-2,dlg-8a5500c7-2371-4f5e-ae31-63fdcd9726e9,"Hey, I'd like to get some tickets to The LEGO Movie 2.",movie-ticket
4203,movie-tickets-2,dlg-8a59407b-22a4-4cc5-b677-51242bdfa1e7,"Haley, can you get me two tickets for "" Avengers: Endgame?",movie-ticket
4205,uber-lyft-2,dlg-8a5da167-7705-4e0b-b69f-733f1dbe93cb,I need to order ride to get to the restaurant.,ride-book
4206,movie-tickets-3,dlg-8a64e63c-4302-4f3c-acf5-a9a478510fc7,"Hey, how are ya? Do you have a minute to purchase tickets to go see Pet Sematary?",movie-ticket
4207,movie-tickets-1,dlg-8a69520c-56f1-4f47-bca7-db45b6a8a450,"Hi, I need you to get tickets for me for a movie tonight.",movie-ticket
4208,coffee-ordering-2,dlg-8a8eee3c-6d5a-46f1-a2cd-3fde0e48d8ed,"Hey Pete, what's good man, any chance you could call Starbucks and order me an Iced Vanilla bean coconutmilk Latte",coffee-order
4209,auto-repair-appt-1,dlg-8a8eefe7-98e8-4cbe-a3fb-d8511e599e08,Hi i'm driving and my car is acting funny can you make an appointment for me to take it in,auto-repair-appt
4210,coffee-ordering-2,dlg-8a9c38ce-fb56-4555-a4fa-9a22927211bd,"Hey, can you order me a coffee?",coffee-order
4211,pizza-ordering-2,dlg-8ab40a37-d39f-484f-be0e-5b06e79e8d6f,I would like to order a couple of large pizzas.,pizza-order
4213,coffee-ordering-2,dlg-8ac3ce39-1220-4e53-8918-4d227dc6eb47,ORDER ME A WHITE CHOCOLATE MOCHA,coffee-order
4215,pizza-ordering-2,dlg-8adf5675-2cfa-42a3-8181-b15bc8a928ab,I would like you to order me a pizza from Ramos.,pizza-order
4216,auto-repair-appt-1,dlg-8ae2514e-6f0d-4c05-8656-a6d456a029e9,hey al its me dick,auto-repair-appt
4217,pizza-ordering-2,dlg-8ae9112f-bd22-4970-80d7-2175825d216e,I want to order a large pizza from bertuccis,pizza-order
4218,auto-repair-appt-1,dlg-8af87921-fdc8-4a73-ad43-38b51740eff8,"Hello, I need an appointment for a review of my vehicle?",auto-repair-appt
4219,auto-repair-appt-1,dlg-8b281717-c392-4fb6-aeb6-b49599b83a47,I am having issues with my car can you make an appointment for me?,auto-repair-appt
4221,coffee-ordering-1,dlg-8b33e102-0566-457d-acf4-27c73e16e01a,I would like to order a coffee drink,coffee-order
4222,movie-tickets-1,dlg-8b3cbf49-314b-4b44-95fd-52a143c971a7,I would like to buy tickets to see Alita: Battle Angel,movie-ticket
4223,coffee-ordering-1,dlg-8b3eb88e-b052-4586-9d70-223a8cf8a155,good morning,coffee-order
4224,movie-tickets-1,dlg-8b403e4a-059a-48d9-bd1d-e7feb1ff9087,Would you like to see Alita with me in Imax in Canton OH?,movie-ticket
4225,coffee-ordering-1,dlg-8b465058-34e0-4a17-b3d3-2297c8b340b6,Hey can you pick me up a coffee from Starbucks?,coffee-order
4226,restaurant-table-1,dlg-8b497ac1-034f-4340-85c9-c7fea62f3730,I need to make a reservation for dinner tomorrow.,restaurant-search
4227,pizza-ordering-1,dlg-8b55c0ec-55d3-4767-9013-0b5c3c474833,"Hey, I need you to call Papa Johns and put in an order for me.",pizza-order
4228,coffee-ordering-1,dlg-8b5b8bc8-da47-4f86-801d-2c05fa60aa3b,"Hey there James, could you get me a Golden Cafee Latte from Peet's?",coffee-order
4229,restaurant-table-2,dlg-8b5ee625-40f6-499d-8071-eec210a02119,I want to book a reservation at Capital Grille.,restaurant-book
4230,movie-tickets-1,dlg-8b6a623d-335b-482a-bfe7-aff33619b2d4,Hey Personal Assistant can you get me tickets to Dragon Ball Super: Broly?,movie-ticket
4231,uber-lyft-1,dlg-8b722ca9-f793-402a-b897-794c4adb900e,I would like to set up a ride or this afternoon,ride-book
4232,restaurant-table-2,dlg-8b819dbd-8d60-43c2-a0f2-3d21f1526be8,I'm looking for a good Italian restaurant to make reservations for.,restaurant-book
4233,pizza-ordering-1,dlg-8b8a658d-26ee-40da-b50b-e89225c10c4c,"Hi there, I'd like to make an order.",pizza-order
4234,movie-tickets-1,dlg-8b96824c-9f12-482d-83bc-83f2a07e20d5,I would like to go see the movie Bumblebee.,movie-ticket
4235,uber-lyft-2,dlg-8b9ad5b9-6453-4459-981a-08cd99e1c2dc,I need to order a ride for tonight - - well in about an hour!,ride-book
4236,movie-tickets-3,dlg-8ba58170-7092-405e-99c0-fe42e0412c75,I would like to order two tickers to see Dumbo tonight,movie-ticket
4237,coffee-ordering-1,dlg-8ba8b1b8-2297-406d-9e26-52dc1b83091b,I need a venti americano extra shot.,coffee-order
4238,restaurant-table-1,dlg-8bab9c8f-fb5e-4eae-ab37-535beeac33a9,"Hello, I need to make a reservation tonight, I am thinking of Italian food, do you have any suggestions?",restaurant-search
4239,movie-tickets-2,dlg-8babb79f-1179-410e-8e09-df39a2a25c01,Hey i need tickets to the new star wars,movie-ticket
4240,movie-tickets-2,dlg-8bb5272c-f98e-4d00-8af2-ea12e10f9fc3,"Hey, can you book movie tickets for me tonight?",movie-ticket
4241,coffee-ordering-1,dlg-8bb57daa-f0af-44f4-b28e-95a1536a2998,Can I order a coffee from starbucks?,coffee-order
4242,pizza-ordering-2,dlg-8bba2087-534d-414c-b0ab-48355397a79e,I am in the mood for pizza,pizza-order
4243,movie-tickets-1,dlg-8bbb862d-2d8f-406f-adf3-cd3aba5645c7,Hey. I need movie tickets tonight.,movie-ticket
4244,coffee-ordering-2,dlg-8bc01dca-e33c-4b9c-baef-43cc5ea8730c,I'd like to order a coffee from Starbuck's.,coffee-order
4245,pizza-ordering-2,dlg-8bc9ca01-33a3-4dce-a3b3-f2e12366d921,I need to order a couple of pizzas from Spot.,pizza-order
4246,restaurant-table-1,dlg-8bc9e013-ddf0-4253-9392-a39850accfc6,"I am looking for a restaurant for our anniversary on March 03, 2019. Any suggestions?",restaurant-search
4247,movie-tickets-3,dlg-8be82efa-1fc8-4b42-8b0b-18d4a856733c,"Hey, Assistant. I want to see a movie today.",movie-ticket
4248,restaurant-table-1,dlg-8bee6e13-d96a-4e0c-93a4-424203b7ef7f,I want to make a reservation for dinner tonight.,restaurant-search
4249,uber-lyft-1,dlg-8bef5c0e-1de5-464c-a06b-789614713d79,"Hey, I'm going to need an Uber.",ride-book
4250,auto-repair-appt-1,dlg-8bf072e5-434e-4213-9786-ec3cf952d648,I need my flat tire fixed at Intelligent Auto Solutions.,auto-repair-appt
4251,restaurant-table-1,dlg-8bf28458-873f-4bff-9c79-dbf8483523cc,"Hi, Sheila, I was wondering if you know of any great restaurants in the Fort Lauderdale area that can easily be booked for a dinner in a few weeks?",restaurant-search
4252,pizza-ordering-2,dlg-8bfaa6ae-0e8f-4f2c-89a8-64b7c8d09d0d,"Kim, can you order some pizza for the shareholder meeting later today?",pizza-order
4253,pizza-ordering-2,dlg-8bfc5f3e-fd0d-4cca-b792-abe6aecfa445,"Hey, ""Sarah"", I would like you to order me a few pizzas from Pizza junkiez.",pizza-order
4254,restaurant-table-1,dlg-8c065ee6-14b8-41f8-ad55-29c1b9bf9e61,"Hi there. I'm thinking of taking a friend out to a nice restaurant Friday night, can you book me something?",restaurant-search
4255,coffee-ordering-2,dlg-8c0c3952-5fba-4de4-a475-2e92e1b66989,I want to order a coffee latte from Starbucks,coffee-order
4256,uber-lyft-2,dlg-8c1f0814-d621-4fc6-8755-fe7ce4f138e6,I need an uber please!,ride-book
4257,movie-tickets-1,dlg-8c26da3c-e557-47a2-a4e5-cbc06d673e5e,"Hi assistant, I'd really like to see The Favorite on friday.",movie-ticket
4258,auto-repair-appt-1,dlg-8c2f16c0-825e-448b-8fc7-0d6f23d5e355,"Hi, could you book an appointment for my car",auto-repair-appt
4259,movie-tickets-3,dlg-8c3f631c-9002-4bc2-9c7f-a46ff02e4f4f,"Hey google, buy two tickets for Shazam.",movie-ticket
