instruction_id,conversation_id,utterance,label
pizza-ordering-2,dlg-232fe156-9bb4-4f0a-abc1-00471564ce59,I would like to order a pizza from Pizza Hut.,pizza-order
pizza-ordering-1,dlg-23363cb9-d27a-420a-9a94-6ea8c8683583,I'd like to order two grande Pike's Place coffees with cream and sugar,pizza-order
pizza-ordering-2,dlg-235dc941-193c-453a-96fe-60dc579f5d60,I'd like to order a pizza from Bellagios Pizza.,pizza-order
pizza-ordering-2,dlg-2413b6ce-c191-4e0d-88e3-b55ee121ccb2,"Johnathon, I would like a pizza from Cafora's in the next couple of hours.",pizza-order
pizza-ordering-2,dlg-24287b40-64a3-42d4-b48a-a92711c3dea3,"Hi Cheryl, I would like to order my favorite pizza.",pizza-order
pizza-ordering-1,dlg-244aa65f-bbfc-4a97-b09d-d2c215b8aea0,Hey can you order food for tonight from the pizza place?,pizza-order
pizza-ordering-2,dlg-244e24e3-dbfd-4f61-85b9-cd45929283fe,I want you to order a large pizza from Pizza Joy on 2nd Avenue for me.,pizza-order
pizza-ordering-2,dlg-2453f243-3890-462a-aa69-504240cb4cb4,I want a pizza from Boston Pizza,pizza-order
pizza-ordering-2,dlg-2468f61e-c14c-4911-8a8b-a3aa67c02df8,Can you please order me pizza from Dominos?,pizza-order
pizza-ordering-2,dlg-246b102a-c0c1-4d76-910c-d8e280ca3594,I am really wanting to order a pizza.,pizza-order
pizza-ordering-2,dlg-246eea72-d502-4dfe-900a-e4b5bc64a692,I need to order pizza for for pickup please,pizza-order
pizza-ordering-1,dlg-249c6007-4e6e-4fa0-8ab3-a67aefa9e23d,"Hey John, i need you to order a few pizzas for our meeting today.",pizza-order
pizza-ordering-2,dlg-24bbf99f-78b8-4ffe-9f93-8c88758e871b,Is Giordanos delivering yet?,pizza-order
pizza-ordering-1,dlg-253f95ed-e0f6-4584-8ac6-1a88593e9991,Hi. I'd like to order a pizza.,pizza-order
pizza-ordering-2,dlg-25c67b6d-8823-48fb-ac3a-f872792e96e2,are you still delivering i know its after 9,pizza-order
pizza-ordering-1,dlg-262af479-10af-4b97-a9d2-d1247be23cfa,I would like to order 3 large pizzas from Domino's Pizza,pizza-order
pizza-ordering-1,dlg-263f989f-4452-4f46-926b-b984b4f3c7de,Hi I am feeling hungry,pizza-order
pizza-ordering-2,dlg-267a3cfe-7f7b-4a41-8b0d-85fe069b3cda,I'm in the mood for some Domino's Pizza.,pizza-order
pizza-ordering-2,dlg-273c9eb7-5777-41fd-baf7-219623e68e97,Hello. I'd like to place order,pizza-order
pizza-ordering-2,dlg-274e5841-a16f-4b7c-9e7c-86ce4dc49666,Hi. I'd like to order a pizza please.,pizza-order
pizza-ordering-2,dlg-27ebfeb9-7d3c-40bf-a2ab-c091424b0c5a,Hey Becky! I'm thinking of grabbing a pizza from Pizza Hut for dinner tonight and was wondering if you could go ahead and order it online for me.,pizza-order
pizza-ordering-2,dlg-280eaaa3-c994-4131-b236-b18ff78e943a,Hi I would like to order a medium pizza,pizza-order
pizza-ordering-2,dlg-2854f6ad-3f84-4c95-8c7f-274ec61dd2da,I want a pizza from pizza hut,pizza-order
pizza-ordering-2,dlg-285e75a8-72a1-4abc-9331-0c84424b352b,"Hey Miles, I need a pizza.",pizza-order
pizza-ordering-2,dlg-28891d3d-e636-4d87-b9e2-f86a93146ed3,I am in the mood for some pizza. Probably from Pizza Shuttle.,pizza-order
pizza-ordering-2,dlg-28a4d6c6-9973-40f9-ae4e-ac17aefa0f5b,I don't feel like cooking tonight. I'm thinking pizza. Can you order me one?,pizza-order
pizza-ordering-1,dlg-28a6b1e0-af27-48ce-83d5-ed75d0b0c4b9,Can I order Papa John's,pizza-order
pizza-ordering-1,dlg-28c36c29-3f63-47a1-b596-9a77f801b6c5,I need some pizzas that I can pick up for dinner.,pizza-order
pizza-ordering-2,dlg-2965f7d9-73e6-4383-9a1c-006156f61ca8,I need you to order a pizza from Pizza Hut for me.,pizza-order
pizza-ordering-2,dlg-297315fe-d2b1-4370-8e89-18fe1ee62545,How long is the delivery time for Antonio's right now? ,pizza-order
pizza-ordering-2,dlg-2989f70e-2a68-4c80-a468-1e73d89644c5,I would like to order a pizza from Papa John's.,pizza-order
pizza-ordering-1,dlg-29943672-4f41-44a3-b5f4-4957966f75fe,id like to order a few pizzas,pizza-order
pizza-ordering-2,dlg-299724c0-7902-4aa1-a8ab-aa38992e4f4f,"I am craving some pizza, can you order me one",pizza-order
pizza-ordering-2,dlg-29a4fcfa-a19c-42d7-8de2-db4c61fd69f5,Hello Tom,pizza-order
pizza-ordering-2,dlg-29d38625-fdc0-4aa2-b595-6446d5cdccfb,I want to place an order from Regina Pizzeria on Faneuil Hall Marketplace.,pizza-order
pizza-ordering-1,dlg-2a21c78b-ecec-45ac-a201-caf5ba97fca4,"Hello, I want to order some pizzas from Amazonas Pizza.",pizza-order
pizza-ordering-1,dlg-2a3b47f7-1c18-4801-a89f-372edf7121c2,I'd like to order a pizza for carryout,pizza-order
pizza-ordering-2,dlg-2a9a56ea-a3be-4729-af7c-0492e54e2fa4,Can you please order me a pizza from Pizza Hut tonight?,pizza-order
pizza-ordering-2,dlg-2aa86664-a25d-46eb-bf59-b1fb6c95080d,"Hello, how are you?",pizza-order
pizza-ordering-2,dlg-2add37b6-6692-422b-9cba-fa1e8843fe18,Assistant order pizza,pizza-order
pizza-ordering-1,dlg-2ae382cc-1afc-4d79-8023-699a506ec5ff,I would like to place an order for pizza.,pizza-order
pizza-ordering-2,dlg-2b0804e2-c523-47ec-b1dd-0cbd1bf7ebab,I would like food from Pizza Hut.,pizza-order
pizza-ordering-2,dlg-2b2bdea5-3b50-408e-af16-7e760f5c9437,"Hey Kim, Please order me a pizza from pizza hut",pizza-order
pizza-ordering-1,dlg-2b64f45b-b4e1-4fb2-878c-d32dcd6a40a0,"Hi, I want to place an order for delivery.",pizza-order
pizza-ordering-2,dlg-2b7111dd-cf8d-4dd0-9c55-91e06fcd643d,"Hey, Google, Jane is coming over tonight, so I wanted to pickup a pizza. She’s vegan, is there any vegan pizza places near the house?",pizza-order
pizza-ordering-1,dlg-2bc240f2-9cc2-42ff-a1a6-a9fcc9bcf8bc,Would you order a pizza from Papa John's for me?,pizza-order
pizza-ordering-2,dlg-2bfe1d2e-6285-4d2d-8fdb-8916dea19912,I need a pizza from Pizza hut please.,pizza-order
pizza-ordering-2,dlg-2c30ddae-ae27-4db3-b647-575c05f85259,"Hi, I'd like to order a pizza from Pizzeria Delfina, please.",pizza-order
pizza-ordering-1,dlg-2c343760-9ddf-49ac-8854-066b8ce79b7a,"Hello assistant, I need to order a couple pizzas from Happy Joes Pizza.",pizza-order
pizza-ordering-2,dlg-2cd8d03a-5393-452f-8b50-ceec46738b33,I need to order a pizza for tonight from Papa John's.,pizza-order
pizza-ordering-2,dlg-2cf0bdee-33e8-4560-969f-6e7f28670e1f,Hi Sam.I need you to place an order for pizza for me.Im having a friend over for dinner tonight.,pizza-order
pizza-ordering-2,dlg-2cf30085-683e-42a0-8326-d9568d91d5af,Hey I'd like to order a pizza from Domino's,pizza-order
pizza-ordering-2,dlg-2d3347b0-bebd-4ebb-af9d-2b1f9de13511,I'd like to order a pizza from Victor's Pizza.,pizza-order
pizza-ordering-1,dlg-2d85bc2f-e4f8-4a61-b793-1cc2e04c2bb4,Hi! can you help me order pizza?,pizza-order
pizza-ordering-2,dlg-2e299c22-372f-4e48-bf15-bfde4932081d,Hey Alexa! Can you order pizza for Jane's party tonight?,pizza-order
pizza-ordering-2,dlg-2e643167-2c40-4ba2-8a06-7f83d38c7251,"Hey Angie, can you do me a favor and order a pizza for me and the staff?",pizza-order
pizza-ordering-2,dlg-2e652e29-fa6e-4c13-8356-97a7d5b6bccd,Hey cindy I need to order a pizza,pizza-order
pizza-ordering-2,dlg-2e6d0cfd-b752-4a1f-9be1-3b88a984e2bb,"Hi, John. Would you please order a pizza from Louie's for me?",pizza-order
pizza-ordering-2,dlg-2f01a97d-ec3b-4177-941b-e737ec51c006,Can you get me a pizza from Dominos?,pizza-order
pizza-ordering-2,dlg-2f07b562-9553-4050-97f4-559aebe486ea,"Good Evening, Can you order me a pizza from Papa Johns?",pizza-order
pizza-ordering-2,dlg-2f10da33-f24b-4ef4-b663-b8162d7d8dea,"Hey, would you be able to order me a pizza from Beto's soon?",pizza-order
pizza-ordering-2,dlg-2f5625e9-1df3-4936-affe-7b0362b24222,Could you get a pizza order placed for me?,pizza-order
pizza-ordering-2,dlg-2f9b5d9d-6fb8-4241-bffa-ce2f91477c9a,I would like for you to put in an order for me for lunch from Tamarindo.,pizza-order
pizza-ordering-2,dlg-2fcfa84a-afb0-44c1-b32b-692abc76319c,"Hello, my name is Jamie Keany and my phone number is 717-485-7777 and I'm calling to order a pizza.",pizza-order
pizza-ordering-2,dlg-2ffd1f4d-63b9-478a-a22b-76d42214044b,"Donna, I'm in the mood for Papa Johns. Are you free to place an order for me?",pizza-order
pizza-ordering-2,dlg-30015517-5eca-4ecf-9d2e-38a33a3b86fa,"Hello, I am interested in ordering some pizzas for tonight's dinner.",pizza-order
pizza-ordering-2,dlg-3001fcfb-b3a6-46d4-90c2-4a6dfe72e47f,I want to order pizza from Papa Johns.,pizza-order
pizza-ordering-2,dlg-30874817-226e-43d8-840b-e538c43e9894,"John, could you please order me enough pizza for 10 people?",pizza-order
pizza-ordering-2,dlg-30a4b255-7957-4702-96be-8497013273c5,Hi. I'm not going to have time to stop anywhere for lunch. I need to get back to the office to work on this brief. Could you order me a pizza?,pizza-order
pizza-ordering-2,dlg-3106b492-de7d-43e9-875f-03c352ebad75,"Hi, Call Calda and order a pizza.",pizza-order
pizza-ordering-2,dlg-316d2be8-2662-4fff-9a0b-28e84a1cc97a,I would like to order a pizza from Fired Up,pizza-order
pizza-ordering-1,dlg-31d52b46-5028-4d5d-9c61-457f3609f41d,I'd like to order a grande mocha frapachino please.,pizza-order
pizza-ordering-2,dlg-3224d769-ca54-4f1d-b26c-a8f1a3873c97,hello i need to order a couple of pizzas from the shop down the street from my house,pizza-order
pizza-ordering-2,dlg-322df8f3-0aae-4246-8fab-0e288ecbfe13,"Hi, can I order a pizza?",pizza-order
pizza-ordering-2,dlg-3295dc9e-aeaa-44ed-8340-e41e282fb717,"Hello, I am calling to order a pizza",pizza-order
pizza-ordering-2,dlg-32c846ea-6921-4aa3-8157-897f4eb405ad,Hi I would like to order a pizza for pickup,pizza-order
pizza-ordering-2,dlg-33546907-fe95-4b69-ac36-b74d72608255,"Hello PA, can you help me order a pizza from Papa Mias?",pizza-order
pizza-ordering-2,dlg-33796d43-da7a-41df-98e1-6d47c5f8f20e,"Hey, can I get a pizza from Domino's?",pizza-order
pizza-ordering-2,dlg-3388f38a-7ebd-4d73-9700-a34cea212f5a,I would like a large pizza,pizza-order
pizza-ordering-2,dlg-33c70ed5-6abf-42e7-8708-da237436d09f,"Hi, it’s me, can you order me a pizza from Blaze?",pizza-order
pizza-ordering-2,dlg-3417bd92-7dc9-45cb-b4ed-c47c5a32274d,"Hi, I'd like to order a pizza from Garlic Jim's",pizza-order
pizza-ordering-2,dlg-3455cefa-5790-4a55-97ef-29dae381f3ca,"Hello, I would like to order a pizza.",pizza-order
pizza-ordering-2,dlg-34675299-1a32-49ce-8ef0-9f286108be7b,"Hello, can you help me order a pizza from Domino's?",pizza-order
pizza-ordering-2,dlg-3472d0b2-26a6-463b-ada6-c799fee6db74,"Hi, I want to order three pizzas from Fat Jacks",pizza-order
pizza-ordering-2,dlg-347f3a9e-e38c-43d4-bcfb-27013990ee4c,"Hello, I'm having a little get-together tonight with my partner and some friends tonight and I'll be needing to order some pizzas from Nino's.",pizza-order
pizza-ordering-2,dlg-3487a9a6-6447-47e4-8532-6d6537f3947e,I want to order a pizza from Donato's.,pizza-order
pizza-ordering-2,dlg-349fad75-3e05-4004-a934-b2e169750f5c,Hi I'd like a large Meat Lover and a medium Buffalo Chicken pizza please,pizza-order
pizza-ordering-2,dlg-34bf9203-231d-4db7-bf0c-2ec28207994e,"Hi, can you order me some pizzas from Domino's??",pizza-order
pizza-ordering-1,dlg-350d2997-10ce-4d07-90b8-7f6b5dea7057,I want to order some pizza for me and Stacey tonight,pizza-order
pizza-ordering-2,dlg-350eecc3-2d0a-432c-a5cf-7c8150b79609,"Hi, I'd like a large pizza.",pizza-order
pizza-ordering-1,dlg-352252aa-a227-4eaa-9141-6dfe752dea0a,I would like to place an order from the pizzeria. ,pizza-order
pizza-ordering-2,dlg-3558ec10-c8a0-454f-83a3-7244a6fc0fa7,Hey I'd like to get a pizza from Papa Joes.,pizza-order
pizza-ordering-2,dlg-35956867-1b7d-461c-9560-13bd072b4fe6,Hi. I'd like to order some Dominoes.,pizza-order
pizza-ordering-2,dlg-35fb5ab2-3230-402e-8288-033ae424496f,I would like to order a pizza from Luigi's.,pizza-order
pizza-ordering-2,dlg-362516d5-785f-4fa4-978b-6d7ce6595cbe,Does Round Table Pizza deliver?,pizza-order
pizza-ordering-2,dlg-3638c2a5-f60e-4cef-9130-872ebd0b86ab,"Hello, I would like to order a pizza for carry-out.",pizza-order
pizza-ordering-1,dlg-36450f73-e012-41cd-a341-d5176851434f,"Hello, I was wondering if you have any pizza specials tonight?",pizza-order
pizza-ordering-2,dlg-36a64389-e31a-48cb-bf11-f04b0a9afb6e,Hi. Can you order pizza for me for pickup?,pizza-order
pizza-ordering-2,dlg-36d7a28d-768d-451f-b9e4-f25d9af51e30,"Hello there, I would like to order a pizza.",pizza-order
pizza-ordering-2,dlg-370a97b5-fe4a-4885-8367-75a7d26f9b40,"Hello, any pizza specials today?",pizza-order
pizza-ordering-2,dlg-371de299-d42c-408f-9675-3bf43a902814,"Hi, I would like to order a pizza from Pepperoni Express.",pizza-order
pizza-ordering-2,dlg-37404251-0555-43ed-9e7c-009ae522e633,"Hey Jimmy, how's it going? I need some help from you pal.",pizza-order
pizza-ordering-2,dlg-3788dce6-cd26-458c-b80c-e68a6e8a55ba,I'd like to order a couple pizzas to go from CPK.,pizza-order
pizza-ordering-2,dlg-37d03c31-a6a7-4e96-8692-73d0fb29f505,"Hey, I was thinking about ordering a pizza today. Can you see if you can place an order ""Perfect Pizza"" for me?",pizza-order
pizza-ordering-2,dlg-37d19179-7146-4f42-9f1d-d85f8a4b8893,Hey. I am hungry and ready to eat.,pizza-order
pizza-ordering-2,dlg-37d91494-78d3-428a-abb8-c4ced839c018,"Hi, I want to order a pizza from Pizzeria Classico",pizza-order
pizza-ordering-2,dlg-37f4c31c-ec4e-488e-98a9-6cf4d62559d4,Hey I'd like to order a pizza,pizza-order
pizza-ordering-2,dlg-3850c669-5165-4eaa-ab5b-6a24353c0432,Find me the number for The Fire Pit On Main Street Yamomma Ga,pizza-order
pizza-ordering-1,dlg-3850fd7d-0bf9-4f5f-8315-1e2dc9afe969,"Hey, can you order a couple pizzas?",pizza-order
pizza-ordering-1,dlg-386521ee-0d98-4fba-8188-63dfff7affaf,I'd like to order a pizza,pizza-order
pizza-ordering-2,dlg-38a62ad6-3c38-4901-9945-c92188879476,i want to order a pizza,pizza-order
pizza-ordering-2,dlg-38a71290-33ec-4455-a509-84a2cf73001d,Hey can you order some food for me from Pizza Cottage?,pizza-order
pizza-ordering-2,dlg-38c95d78-583f-4d2b-b865-68d170dbc887,i am really craving a pizza from domino's for our dinner tonight!,pizza-order
pizza-ordering-2,dlg-3970086c-0f77-403f-aadb-15274c50dc83,"Hey, can you order a pizza for me?",pizza-order
pizza-ordering-2,dlg-39705b01-4944-4469-bd98-e2732eab2b71,I want to order a pizza from Halfpint taproom.,pizza-order
pizza-ordering-2,dlg-398051f4-5ae2-40a7-8abd-9a38295c902d,can you order a pizza from pizza hut for me?,pizza-order
pizza-ordering-2,dlg-3a367f81-22e8-4ae1-a8e2-04ff100d4ed3,"Hi! Can I have a chicken, bacon, ranch pizza?",pizza-order
pizza-ordering-2,dlg-3a47129c-5f82-4a4c-b5c8-34461bfb8e3e,I need a pizza ordered that I can pick up on my way home from work,pizza-order
pizza-ordering-2,dlg-3ac15c3d-9ed4-4224-97e6-0ef738befd83,I need to place an order from Rosemie’s.,pizza-order
pizza-ordering-2,dlg-3ad7dc26-c728-4880-89da-3b18ddb49422,I would like to order from Sal's Pizzeria today.,pizza-order
pizza-ordering-2,dlg-3ae76814-6fef-4c85-81b3-65a6a9f45328,I'd like to get a pizza from Pizza Hut.,pizza-order
pizza-ordering-2,dlg-3b2ed39a-2807-49e5-97a1-72ab3cbcfcf0,"Hello, Can you assist me in ordering my regular from Pizza Hut?",pizza-order
pizza-ordering-2,dlg-3bcc5894-25dd-44ab-86e3-0fe0ba1c246d,"Hello, I would like to order a pizza from Oregano's, please.",pizza-order
pizza-ordering-2,dlg-3bdc121b-4cbe-46dc-b7d3-fbbfc2a110a4,Hello andrew good night,pizza-order
pizza-ordering-2,dlg-3be643a4-7cb6-43fe-a980-1cf669231938,"For our office potluck party, could you place an order with Pizzeria Lola?",pizza-order
pizza-ordering-1,dlg-3bea4afd-ac3a-4fd3-8b4e-a014406a3345,Hi Assistant. Could you please order 2 pizzas?,pizza-order
pizza-ordering-2,dlg-3c3c1d69-ee3a-4ceb-b9ca-98e6da865a8f,"Personal assistant, could you order me a pizza from Pizza Hut",pizza-order
pizza-ordering-2,dlg-3c4e9ff6-b3bb-4533-a368-f7303be1cd34,SPANISH CHORIZO Pizza,pizza-order
pizza-ordering-2,dlg-3c581370-3298-4818-a91b-be401ac542c3,I need to order a pizza for pick up at Papa johns,pizza-order
pizza-ordering-2,dlg-3c950e0b-1690-4296-89e2-a74c267bb717,"Hi, I'd like to order a pizza from Pino's Pizza.",pizza-order
pizza-ordering-1,dlg-3d1953d4-cecb-48e6-9897-30d69dd2fa0b,"Hi, I have family plans with the kids tonight and I need you to order Pizza from Pizza Hut for us.",pizza-order
pizza-ordering-2,dlg-3d335011-898e-47d8-aa57-4a935c1e6b00,"Hi, I am calling to have you order me a pizza.",pizza-order
pizza-ordering-1,dlg-3d5bad3b-5aa6-414e-bbd4-ec5f7cdcbfc3,I need you to order us some PIZZA,pizza-order
pizza-ordering-2,dlg-3d6981c2-0246-4537-85df-9412199f247c,I would like to order a pizza from Rosatis.,pizza-order
pizza-ordering-2,dlg-3d6f3b39-34e4-4f96-b1af-f58ed9dfe8c5,"Hey, order a pizza from me.",pizza-order
pizza-ordering-2,dlg-3da5e99c-452b-4428-bd39-93d9a860a91c,"Hi, I would like to order a pizza",pizza-order
pizza-ordering-2,dlg-3da8fe97-0bc6-4675-ba95-076ea77b68ac,Can you order some pizzas from Round Table?,pizza-order
pizza-ordering-2,dlg-3dd6dad3-767e-41e6-a653-9eb37980334c,I wanna order an NYPD Pizza,pizza-order
pizza-ordering-2,dlg-3e12936a-6e7b-4a42-af01-c47cbd2e7b8a,I want to order a pizza from Round Table Pizza,pizza-order
pizza-ordering-2,dlg-3e2d7b62-607f-4670-8a8f-de55b66ecddc,Hello I need to order a pizza please.,pizza-order
pizza-ordering-2,dlg-3e306603-5f57-4741-bd9a-213c3675988b,Hey I need to order a quick dinner for my son and I Can you please place an order for me?,pizza-order
pizza-ordering-2,dlg-3e6ba033-f9c1-428c-92ba-1a0017634759,Can I order a large eggplant parm pizza from Joe's Main Street?,pizza-order
pizza-ordering-2,dlg-3e74a095-3115-431b-8b27-1fe4a7fc2c56,"Hi Alice, I'd like you to order a pizza for me.",pizza-order
pizza-ordering-2,dlg-3e8a113c-6f71-4fcb-b410-26f03fcb7e98,I have a very powerful need for pizza!,pizza-order
pizza-ordering-1,dlg-3e8fab3b-24bd-4946-be3e-e664a430aa7b,Hey I need you to order some pizza for me.,pizza-order
pizza-ordering-2,dlg-3ead9937-ec9c-4f07-a60e-08f82bdf4965,"HI, I would like to order 2 large pizzas please.",pizza-order
pizza-ordering-2,dlg-3ebd27c3-956e-4e6e-88e9-d937d09ad1de,"Assistant, I need to order a few pizzas tonight.",pizza-order
pizza-ordering-2,dlg-3ebda10d-f392-4b9d-becd-9228caa3c3c9,Hi I wanna place an order for pizza,pizza-order
pizza-ordering-2,dlg-3ec07d93-1cd7-4108-888a-b5e65f42ee20,"Hey Sam, can you order me an extra large pizza for tonight?",pizza-order
pizza-ordering-2,dlg-3eefd66c-04b2-4db6-965a-198dd38d5ac7,I want a pizza from papa john,pizza-order
pizza-ordering-2,dlg-3f0c623a-270f-4716-9041-e830ae0c59d4,do you mind ordering a pizza from dominos for me?,pizza-order
pizza-ordering-1,dlg-3f78c885-1de9-46c3-b21a-27a5f166bdfb,"Hey, I need to get pizza from Pisano's.",pizza-order
pizza-ordering-2,dlg-3f8cea94-2dcd-44ca-8804-2f69856afb54,I would like to order a pizza from Jets pizza.,pizza-order
pizza-ordering-2,dlg-3f970ae5-99d8-4815-8f9a-8adc29c493e9,I would like to order a pizza from Blue Line pizza for dinner with my family tonight.,pizza-order
pizza-ordering-2,dlg-3f9f27bb-75e9-4d8b-b4f6-243bf490fc01,"Hey, please order a pizza for me.",pizza-order
pizza-ordering-2,dlg-400283e3-395d-4de2-9288-78ec02b431f9,"Hi, I would like to order a pizza from Domino's Pizza",pizza-order
pizza-ordering-2,dlg-401a0f0b-aa9a-479e-8d01-166a6d3b6d9c,I'd like to order a pizza from Hungry Howies.,pizza-order
pizza-ordering-1,dlg-40594548-5011-40d7-b025-3007ab68b2ea,"Hello Google, I am craving pizza from Ziggy's",pizza-order
pizza-ordering-2,dlg-40848c64-adef-4686-bf5b-115fa4ed6271,I want to order a pizza from Pizza Hut.,pizza-order
pizza-ordering-2,dlg-40c71ea0-1ced-41df-95b5-7263dcd71549,"Howdy Big A, I would like pizza tonight.",pizza-order
pizza-ordering-1,dlg-40fc3735-91da-456c-a3f6-80ce2498b463,"Hi Dan, can you please order some pizzas from Happy's Pizza?",pizza-order
pizza-ordering-2,dlg-41455fff-8d22-4d74-a103-d81b0a880c3f,"Hello, I'd like to place an order.",pizza-order
pizza-ordering-2,dlg-414d531e-485f-4a8c-9cdb-530cb2a25949,Tim do you want Papa John's for lunch? I think I want Papa Johns. ,pizza-order
pizza-ordering-1,dlg-41566e14-bf9b-46dd-bf68-e838f28923b2,"Hey, I'd like you to call Fillmore Pizza and order dinner for me to pick up on my way home.",pizza-order
pizza-ordering-2,dlg-41571334-51bf-4aa6-b550-a1eac63b1aba,"Hello Sarah. We want to go to Lampo downtown this afternoon and since there is normally a long wait, can you order a pizza for me?",pizza-order
pizza-ordering-2,dlg-41959d92-c99f-4a74-8d49-f4c691c34581," Hello, I’d like to order a pizza, please.",pizza-order
pizza-ordering-2,dlg-41d84cac-4fc6-4681-bc5e-b9f4bbe0db85,Hi I'm looking to order pizza from Pizza Hut,pizza-order
pizza-ordering-2,dlg-420e8941-1ec8-439d-8572-4e2b3f153e8c,"Hi Lisa, can you place a pizza order for me and I'll go pick it up? I'm having lunch with Bob and Kathy today.",pizza-order
pizza-ordering-2,dlg-425e6168-f7eb-481a-baf8-ea74f1124dc3,I'd like to order a pizza from Papa Johns.,pizza-order
pizza-ordering-2,dlg-42a4c684-d8c6-4671-a1b8-6373029982ec,"Hey there, I need a favor please.",pizza-order
pizza-ordering-2,dlg-42bf1989-57df-4386-8019-c843bf17a6d9,I need to order a pizza from pizza hut.,pizza-order
pizza-ordering-2,dlg-42fa34bb-b51b-4493-8ded-f8f31bb47a77,"I would like to place an order for a pizza from Dominos in Chestertown, MD please.",pizza-order
pizza-ordering-2,dlg-4304ed51-4a13-470e-ab76-2e3ee3d887a4,"Hey, I'd to order a pizza from Piaci up in Fort Bragg",pizza-order
pizza-ordering-2,dlg-4309588b-3371-4e15-be90-be95f5576c2a,I am dying to order a yummy pizza!,pizza-order
pizza-ordering-2,dlg-430b3643-58b7-43aa-a8f5-96d24273838b,"Hey, can you order me a pizza?",pizza-order
pizza-ordering-2,dlg-43d7c64a-3176-4ce3-8a2e-2554b310176d,Can you order a pizza for me from Marcos,pizza-order
pizza-ordering-1,dlg-43ecdad9-6e26-4150-9971-480132affea0,What are the specials here today at Papa John?,pizza-order
pizza-ordering-2,dlg-43fef49b-17ff-4d7e-a362-474533c169cf,"Sara, I would love to order pizza from my favorite place.",pizza-order
pizza-ordering-2,dlg-44250832-91ef-41b5-9772-ebc1fac37a59,I would like to orded a pizza from Pandini's,pizza-order
pizza-ordering-2,dlg-445e2698-ee92-48ef-ba0f-7f2e074f288f,"Order a pizza, please",pizza-order
pizza-ordering-2,dlg-44844769-6e86-44d4-b606-a4a6374abdbe,"Hey, I'm wanting to get a pizza for dinner from Pizza Hut.",pizza-order
pizza-ordering-2,dlg-44a92696-f0a6-41b7-9292-13de9787a350,"Hi, I need you to order me two large pizzas from Grotto.",pizza-order
pizza-ordering-2,dlg-45539771-8168-430e-8e41-e4ce126467ed,I would like to place an order from Antico.,pizza-order
pizza-ordering-2,dlg-458baf71-bdfd-4b25-8159-c76668ce34c5,Could you please place an order for me at Pizza Hut?,pizza-order
pizza-ordering-2,dlg-45dc8cce-47c6-4421-a232-d37ac7998341,"Hi, I'd like to order some pizza.",pizza-order
pizza-ordering-2,dlg-468e25dc-8757-4ad2-9933-1921470c04e4,"Hello, I'd like to order one pizza please.",pizza-order
pizza-ordering-2,dlg-468e6452-5e1e-4f7c-94fe-0c06aed15d1c,I'd like to order pizza from Papa John's,pizza-order
pizza-ordering-2,dlg-46aae818-0952-4e30-94c4-db1036c7f593,Hey! I'd like you to place a pizza order to pickup? ,pizza-order
pizza-ordering-2,dlg-46d2ac82-bfbc-4bea-b472-f704b135ccd6,I need a pizza from pizza hut please.,pizza-order
pizza-ordering-2,dlg-46d401dd-a821-4df1-a593-7c7138d34db5,Hello I would like to order a pizza.,pizza-order
pizza-ordering-2,dlg-473721ef-f7f0-4a62-b588-016f3e04194e,"Hey, I feel like a pizza tonight.",pizza-order
pizza-ordering-2,dlg-473bebd3-939c-484d-bb56-837b71d21e62,Can you order me a pizza from Red Rock Pizza tonight?,pizza-order
pizza-ordering-1,dlg-475a27c5-fa92-402b-8ff5-0d90a3be3a92,I need to order some pizza from Zelda's Pizza,pizza-order
pizza-ordering-2,dlg-476bb7c7-ad7e-48be-b4cc-4878371b57dd,Will you please place an order for me with Mellow Mushroom?,pizza-order
pizza-ordering-2,dlg-47787eb3-9938-4fdd-a7a6-065631324725,"Hi, I want to order a pizza from Dominoes pizza.",pizza-order
pizza-ordering-2,dlg-47897209-679b-4600-8f86-82420551b11c,"Hey, It's getting late and I'm hungry. I think it's time to order a pizza.",pizza-order
pizza-ordering-2,dlg-479eafd8-4703-44d8-ad03-d1ec7a5b834d,hi i would like to order a pizza ,pizza-order
pizza-ordering-2,dlg-47ffcf70-9a21-4f07-8498-76cdc216c82d,I want to order a pizza for pickup at Papa Johns,pizza-order
pizza-ordering-1,dlg-481f9d57-762d-455c-9b6d-eb618513d29e,"Haley, I need two pizzas from Dominos.",pizza-order
pizza-ordering-2,dlg-487692ad-d8b3-44c9-911e-2b7ccc212ea4,I would like to order a pizza from the Supreme House of Pizza.,pizza-order
pizza-ordering-2,dlg-48ed4e8f-226a-49b2-9425-696eb5e2593e,"Hi there, I'd like to order some pizza",pizza-order
pizza-ordering-2,dlg-48fde5a2-8af1-4fcd-b9f5-b4243e65fe9e,I want a large pizza from Pizza Mia.,pizza-order
pizza-ordering-1,dlg-49753de4-272e-4ed4-ad2e-39f5962ff34d,Hi! How are you doing?,pizza-order
pizza-ordering-2,dlg-49a47001-6723-4bc7-b963-572da7d26a65,"Hello, I'd like to order a pizza for delivery.",pizza-order
pizza-ordering-2,dlg-4a0f5efb-8f4c-481a-955d-ba0b148a5315,Hi! I want to order pizza from Domino Pizza,pizza-order
pizza-ordering-1,dlg-4a1b6e8c-b05b-4871-832d-4c03ce90472e,"Jenny, could you grab me a coffee from Peets? ",pizza-order
